Codigo Nacional,Nombre Completo,Laboratorio,PVP IVA,Indicaciones,Principios Activos,Clasificacion ATC,Imagen_URL,Video_URL
974485,INISTON MUCOSIDAD Y CONGESTION 20 mg/ml + 6 mg/ml JARABE 1 FRASCO 200 ml,JNTL CONSUMER HEALTH SPAIN S.L.,"10,75",- Facilitar la expulsión del exceso de mocos y flemas en [RESFRIADO COMUN] y [GRIPE] acompañados de [CONGESTION NASAL] en niños de 7 a 12 años.,GUAIFENESINA 20.0 MILIGRAMOS; PSEUDOEFEDRINA CLORHIDRATO 6.0 MILIGRAMOS,EXPECTORANTES [N4],,https://www.youtube.com/watch?v=iw4uVUeNL9o
727420,"INTERFRIN 0,5 mg/ml SOLUCION PARA PULVERIZACION NASAL 1 FRASCO 15 ml",INTERPHARMA,"8,75","- Tratamiento sintomático de la [CONGESTION NASAL] local y temporal, como en el caso de [RESFRIADO COMUN] y [RINITIS].",OXIMETAZOLINA (NASAL) CLORHIDRATO 0.5 MILIGRAMOS,"SIMPATICOMIMETICOS, MONOFARMACOS [N4]",,https://www.youtube.com/watch?v=di4ZG73jTQw
659700,INTERGRIP 10 SOBRES POLVO PARA SOLUCION ORAL,INTERPHARMA,12,"- Tratamiento sintomático de procesos de [RESFRIADO COMUN] y [GRIPE] que cursen fiebre, dolor moderado, cefalea y lagrimeo.",PARACETAMOL 650.0 MILIGRAMOS; CAFEINA 25.0 MILIGRAMOS; CLORFENAMINA MALEATO 4.0 MILIGRAMOS,OTROS PREPARADOS PARA EL RESFRIADO [N3],,https://www.youtube.com/watch?v=j2deO-DcrvI&list=PL3n4WGtlmfBigY0-Lx96gc9KWstm_6YRE&index=2
724317,INTERTOS 15 mg 20 COMPRIMIDOS,INTERPHARMA,"8,75","- Tratamiento sintomático de la [TOS SECA] impoductiva, como la tos irritativa o la tos nerviosa.",DEXTROMETORFANO BROMHIDRATO 15.0 MILIGRAMOS,ALCALOIDES DEL OPIO Y DERIVADOS [N4],,https://www.youtube.com/watch?v=i0UX_r9Gz3o
660874,INTERMUCOL 750 mg 12 SOBRES SOLUCION ORAL 15 ml,INTERPHARMA,12,"- [HIPERVISCOSIDAD BRONQUIAL].
 
 
 
 * Tratamiento sintomático de procesos de vías respiratorias superiores, como [RESFRIADO COMUN] y [GRIPE], que cursen con exceso de secreción mucosa.",CARBOCISTEINA 750.0 MILIGRAMOS,MUCOLITICOS [N4],,
764515,INTIBIOTICS VAGINAL 100.000.000 UFC 6 CAPSULAS VAGINALES,SEID,"19,78","En mujeres adultas para: 
 
 
 
 - La normalización de la microbiota vaginal alterada después del tratamiento antibiótico de la [VAGINOSIS BACTERIANA]. 
 
 
 
 - El mantenimiento de una microbiota vaginal normal en caso de [SECRECION VAGINAL EXCESIVA] recurrentes.",LACTOBACILLUS PLANTARUM 1.0 10^8 UFC,OTROS ANTIINFECCIOSOS Y ANTISEPTICOS [N4],,
836601,IODINA 100 mg/ml SOLUCION CUTANEA 1 FRASCO 40 ml,REIG JOFRE,"6,26","- Solución dérmica, pomada, gel: Antiséptico y desinfectante de la piel de uso general, pequeñas heridas y cortes superficiales, [QUEMADURAS] leves, [ESCARAS].
 
 
 
 En el ámbito hospitalario como antiséptico del campo operatorio, zonas de punción, heridas, quemaduras y materia quirúrgico.
 
 
 
 - Scrub: lavado desinfectante de las manos y de la piel.
 
 
 
 - Champú: lavado desinfectante de las zonas pilosas del cuerpo.",POVIDONA IODADA (TOPICO) 100.0 MILIGRAMOS,PRODUCTOS CON IODO [N4],,
838151,IODINA 100 mg/ml SOLUCION CUTANEA 1 FRASCO 125 ml,REIG JOFRE,"7,9","- Solución dérmica, pomada, gel: Antiséptico y desinfectante de la piel de uso general, pequeñas heridas y cortes superficiales, [QUEMADURAS] leves, [ESCARAS].
 
 
 
 En el ámbito hospitalario como antiséptico del campo operatorio, zonas de punción, heridas, quemaduras y materia quirúrgico.
 
 
 
 - Scrub: lavado desinfectante de las manos y de la piel.
 
 
 
 - Champú: lavado desinfectante de las zonas pilosas del cuerpo.",POVIDONA IODADA (TOPICO) 100.0 MILIGRAMOS,PRODUCTOS CON IODO [N4],,
848291,"IONIL 20 mg/ml + 42,5 mg/ml CHAMPU MEDICINAL 1 FRASCO 200 ml",LABORATOIRES BAILLEUL,"19,84","- Alivio sintomático de las alteraciones descamativas del cuero cabelludo, tales como [DERMATITIS SEBORREICA], [PSORIASIS], [CASPA] y [PRURITO].","SALICILICO, ACIDO 20.0 MILIGRAMOS; BREA DE HULLA 42.5 MILIGRAMOS",CHAMPUES MEDICINALES [N4],,
735472,"ISOPTO B12 0,5 mg/ml COLIRIO EN SOLUCION 1 FRASCO 5 ml",REVA HEALTH EUROPE S.L.,"12,77","- Tratamiento de la fragilidad del epitelio corneal.
 
 
 
 - [ULCERA DE CORNEA] recidivante.
 
 
 
 - Erosiones, heridas y úlceras corneales.
 
 
 
 - Procesos de reepitelización corneal.
 
 
 
 - Tratamientos post-quirúrgicos. 
 
 
 
 - [QUEMADURAS] oculares de origen químico o físico. 
 
 
 
 - Extracción de cuerpos extraños intraoculares.",CIANOCOBALAMINA (OFTALMICO) 0.5 MILIGRAMOS,OTROS OFTALMOLOGICOS [N4],http://botplusweb.farmaceuticos.com//Documentos/AEMPS/Fotos/101267/50758_materialas.jpg,
774091,JARABE DEL DR. MANCEAU 1 FRASCO 60 ml,ALCOR,"9,52",- Tratamiento sintomático y temporal del [ESTREÑIMIENTO]. Estreñimiento del postoperatorio. En caso de estreñimiento crónico facilita la defecación.,MANZANO EXTRACTO ACUOSO 500.0 MILIGRAMOS; SEN EXTRACTO ACUOSO 400.0 MILIGRAMOS; CORIANDRO EXTRACTO ACUOSO 50.0 MILIGRAMOS,LAXANTES DE CONTACTO [N4],,
774083,JARABE DEL DR. MANCEAU 1 FRASCO 120 ml,ALCOR,"10,91",- Tratamiento sintomático y temporal del [ESTREÑIMIENTO]. Estreñimiento del postoperatorio. En caso de estreñimiento crónico facilita la defecación.,MANZANO EXTRACTO ACUOSO 500.0 MILIGRAMOS; SEN EXTRACTO ACUOSO 400.0 MILIGRAMOS; CORIANDRO EXTRACTO ACUOSO 50.0 MILIGRAMOS,LAXANTES DE CONTACTO [N4],,
679962,JUANOLGAR 3 mg 20 PASTILLAS PARA CHUPAR (SABOR EUCALIPTO),ANGELINI PHARMA ESPAÑA S.L.U.,"11,55",- Alivio local sintomático del [DOLOR DE GARGANTA] y [ESTOMATITIS] en adultos y niños mayores de 6 años que sean capaces de cooperar,BENCIDAMINA (ESTOMATOLOGICO) CLORHIDRATO 3.0 MILIGRAMOS,OTROS PREPARADOS PARA LA GARGANTA [N4],,
676114,JUANOLGAR 3 mg 20 PASTILLAS PARA CHUPAR (SABOR MENTA),ANGELINI PHARMA ESPAÑA S.L.U.,"11,55",- Alivio local sintomático del [DOLOR DE GARGANTA] y [ESTOMATITIS] en adultos y niños mayores de 6 años que sean capaces de cooperar,BENCIDAMINA (ESTOMATOLOGICO) CLORHIDRATO 3.0 MILIGRAMOS,OTROS PREPARADOS PARA LA GARGANTA [N4],,
650438,JUANOLGAR 3 mg 20 PASTILLAS PARA CHUPAR (SABOR LIMON),ANGELINI PHARMA ESPAÑA S.L.U.,"11,55",- Alivio local sintomático del [DOLOR DE GARGANTA] y [ESTOMATITIS] en adultos y niños mayores de 6 años que sean capaces de cooperar,BENCIDAMINA (ESTOMATOLOGICO) CLORHIDRATO 3.0 MILIGRAMOS,OTROS PREPARADOS PARA LA GARGANTA [N4],,
727615,JUANOLTUS EXPECTORANTE 7 mg/ml JARABE 1 FRASCO 100 ml,ANGELINI PHARMA ESPAÑA S.L.U.,"10,13","Medicamento a base de plantas utilizado como expectorante para la [TOS PRODUCTIVA] en adultos, adolescentes y niños mayores de 2 años.",HIEDRA EXTRACTO SECO 7.0 MILIGRAMOS,EXPECTORANTES [N4],http://botplusweb.farmaceuticos.com//Documentos/AEMPS/Fotos/396630/84734_materialas.jpg,https://www.youtube.com/watch?v=UKzubM7i1OE
679965,JUANOLGAR 3 mg 20 PASTILLAS PARA CHUPAR (SABOR NARANJA Y MIEL),ANGELINI PHARMA ESPAÑA S.L.U.,"11,55",- Alivio local sintomático del [DOLOR DE GARGANTA] y [ESTOMATITIS] en adultos y niños mayores de 6 años que sean capaces de cooperar,BENCIDAMINA (ESTOMATOLOGICO) CLORHIDRATO 3.0 MILIGRAMOS,OTROS PREPARADOS PARA LA GARGANTA [N4],,
698671,"JUANOLGAR 0,51 mg/PULSACION SOLUCION PARA PULVERIZACION BUCAL 1 FRASCO 15 ml",ANGELINI PHARMA ESPAÑA S.L.U.,"11,94",- Alivio local sintomático del [DOLOR DE GARGANTA] y [ESTOMATITIS] en adultos y niños mayores de 6 años que sean capaces de cooperar,BENCIDAMINA (ESTOMATOLOGICO) CLORHIDRATO 0.51 MILIGRAMOS,OTROS AGENTES PARA TRATAMIENTO ORAL-LOCAL [N4],,
664344,KALOBA 21 COMPRIMIDOS RECUBIERTOS,SCHWABE FARMA IBERICA S.A.U.,"12,18","- Tratamiento sintomático del [RESFRIADO COMUN] en adultos, adolescentes y niños > 6 años. 
 
 
 
 Su utilización se basa exclusivamente en un uso tradicional.",PELARGONIUM EXTRACTO SECO 20.0 MILIGRAMOS,,,
664332,KALOBA GOTAS ORALES EN SOLUCION 1 FRASCO 50 ml,SCHWABE FARMA IBERICA S.A.U.,"18,74","- Tratamiento sintomático del [RESFRIADO COMUN] en adultos, adolescentes y niños > 6 años. 
 
 
 
 Su utilización se basa exclusivamente en un uso tradicional.",PELARGONIUM EXTRACTO 820.0 MILIGRAMOS,,,
764386,"KALLYA 1,5 mg 1 COMPRIMIDO",APOTHEKE LABORATORIOS S.L.,"26,94",- [ANTICONCEPCION DE URGENCIA] dentro de las 72 horas (3 días) siguientes a haber mantenido relaciones sexuales sin protección o haberse producido un fallo del anticonceptivo utilizado.,LEVONORGESTREL (ANTICONCEPTIVO EMERGENCIA) 1.5 MILIGRAMOS,ANTICONCEPTIVOS DE EMERGENCIA [N4],,https://www.youtube.com/watch?v=sUevpzIg0_o
721967,KALOBA JARABE 1 FRASCO 100 ml,SCHWABE FARMA IBERICA S.A.U.,10,"- Tratamiento sintomático del [RESFRIADO COMUN] en adultos, adolescentes y niños > 6 años. 
 
 
 
 Su utilización se basa exclusivamente en un uso tradicional.",PELARGONIUM EXTRACTO 2.67 MILIGRAMOS,OTROS SUPRESORES DE LA TOS Y EXPECTORANTES [N4],,
665524,"KANOVA ADULTOS 6,75 g SOLUCION RECTAL 6 ENEMAS 7,5 ml",LAINCO,"7,02",- Tratamiento local sintomático del [ESTREÑIMIENTO] transitorio y ocasional.,GLICEROL 6.75 GRAMOS,ENEMAS [N4],,
665607,"KANOVA NIÑOS 2,25 g SOLUCION RECTAL 6 ENEMAS 2,5 ml",LAINCO,"7,02",- Tratamiento local sintomático del [ESTREÑIMIENTO] transitorio y ocasional.,GLICEROL 2.25 GRAMOS,ENEMAS [N4],,
696751,"KITONAIL 80 mg/g BARNIZ UÑAS MEDICAMENTOSO 1 FRASCO 6,6 ml",ALMIRALL S.A.,"21,93","""BARNIZ DE UÑAS""
 
 
 
 - Tratamiento de [TIÑA DE LAS UÑAS] u [ONIQUIA POR CANDIDAS] leve a moderada ocasionada por dermatofitos u otros hongos sensibles a ciclopirox, sin afectación de la matriz ungueal.
 
 
 
 Se deben tener en cuenta las recomendaciones oficiales referentes al uso adecuado de antifúngicos, y en especial a aquellas relacionadas con problemas de resistencias.",CICLOPIROX (TOPICO) 80.0 MILIGRAMOS,OTROS PREPARADOS ANTIFUNGICOS PARA USO TOPICO [N4],,https://www.youtube.com/watch?v=H4ooDJEoI7s&list=PL3n4WGtlmfBigY0-Lx96gc9KWstm_6YRE&index=1
989335,LACOVIN 20 mg/ml SOLUCION CUTANEA 1 FRASCO 60 ml,GALDERMA,"18,83","- Tratamiento de la [ALOPECIA ANDROGENICA] (caída del cabello) de intensidad moderada.
 
 
 
 - Tratamiento de la alopecia androgenética en mujeres.",MINOXIDIL (TOPICO) 20.0 MILIGRAMOS,OTROS PRODUCTOS DERMATOLOGICOS [N4],,https://www.youtube.com/watch?v=pfmaBgrWMiw
651495,LACOVIN 50 mg/ml SOLUCION CUTANEA 1 FRASCO 60 ml,GALDERMA,"18,83",- Tratamiento de la [ALOPECIA ANDROGENICA] (caída del cabello) de intensidad moderada.,MINOXIDIL (TOPICO) 50.0 MILIGRAMOS,OTROS PRODUCTOS DERMATOLOGICOS [N4],,https://www.youtube.com/watch?v=pfmaBgrWMiw
698108,LACOVIN 20 mg/ml SOLUCION CUTANEA 4 FRASCOS 60 ml,GALDERMA,"29,16","- Tratamiento de la [ALOPECIA ANDROGENICA] (caída del cabello) de intensidad moderada.
 
 
 
 - Tratamiento de la alopecia androgenética en mujeres.",MINOXIDIL (TOPICO) 20.0 MILIGRAMOS,OTROS PRODUCTOS DERMATOLOGICOS [N4],,https://www.youtube.com/watch?v=pfmaBgrWMiw
779116,LACTEOL 10 SOBRES POLVO PARA SUSPENSION ORAL,RAMON SALA,"10,9","- [DIARREA]: 
 
 
 
 * Tratamiento sintomático de procesos diarreicos agudos. 
 
 
 
 * Prevención y tratamiento de diarrea causada por la administración de antibióticos.",LACTOBACILLUS ACIDOPHILLUS EXTRACTO 10000.0 10^6 BACTERIAS,OTROS ANTIINFECCIOSOS Y ANTISEPTICOS [N4],,
694064,LACOVIN 50 mg/ml SOLUCION CUTANEA 4 FRASCOS 60 ml,GALDERMA,"29,16",- Tratamiento de la [ALOPECIA ANDROGENICA] (caída del cabello) de intensidad moderada.,MINOXIDIL (TOPICO) 50.0 MILIGRAMOS,OTROS PRODUCTOS DERMATOLOGICOS [N4],,https://www.youtube.com/watch?v=pfmaBgrWMiw
779124,LACTEOL 10 CAPSULAS,RAMON SALA,"10,9","- [DIARREA]: 
 
 
 
 * Tratamiento sintomático de procesos diarreicos agudos. 
 
 
 
 * Prevención y tratamiento de diarrea causada por la administración de antibióticos.",LACTOBACILLUS ACIDOPHILLUS EXTRACTO 10000.0 10^6 BACTERIAS,OTROS ANTIINFECCIOSOS Y ANTISEPTICOS [N4],,
681452,LACRYVISC 3 mg/g GEL OFTALMICO 1 TUBO 10 g,ALCON HEALTHCARE S.A.,"18,67",- Alivio del [SEQUEDAD OCULAR] cuando el ojo está sometido a agentes irritantes que ocasionen sequedad ocular y molestias.,CARBOMERO 3.0 MILIGRAMOS,OTROS OFTALMOLOGICOS [N4],http://botplusweb.farmaceuticos.com//Documentos/AEMPS/Fotos/89043/60958_materialas.jpg,
662572,LACOVIN 50 mg/ml SOLUCION CUTANEA 2 FRASCOS 60 ml,GALDERMA,"23,68",- Tratamiento de la [ALOPECIA ANDROGENICA] (caída del cabello) de intensidad moderada.,MINOXIDIL (TOPICO) 50.0 MILIGRAMOS,OTROS PRODUCTOS DERMATOLOGICOS [N4],,https://www.youtube.com/watch?v=pfmaBgrWMiw
701617,"LAGROBEN 5 mg/ml COLIRIO EN SOLUCION 30 MONODOSIS 0,4 ml",TEVA PHARMA,"7,95",- Alivio del [SEQUEDAD OCULAR] cuando el ojo está sometido a agentes irritantes que ocasionen sequedad ocular y molestias.,CARMELOSA (OFTALMICO) SODICO 2.0 MILIGRAMOS,OTROS OFTALMOLOGICOS [N4],,
694775,"LAIRESP 0,5 mg/ml SOLUCION PARA PULVERIZACION NASAL 1 FRASCO 15 ml",LAINCO,"5,39","- Tratamiento sintomático de la [CONGESTION NASAL] local y temporal, como en el caso de [RESFRIADO COMUN] y [RINITIS].",OXIMETAZOLINA (NASAL) CLORHIDRATO 0.5 MILIGRAMOS,"SIMPATICOMIMETICOS, MONOFARMACOS [N4]",,https://www.youtube.com/watch?v=di4ZG73jTQw
663100,LAITOS 3 mg/ml JARABE 1 FRASCO 200 ml,LAINCO,"6,95","- Tratamiento sintomático de la [TOS SECA] impoductiva, como la tos irritativa o la tos nerviosa.",DEXTROMETORFANO BROMHIDRATO 3.0 MILIGRAMOS,ALCALOIDES DEL OPIO Y DERIVADOS [N4],,https://www.youtube.com/watch?v=i0UX_r9Gz3o
726081,LASEA 80 mg 56 CAPSULAS BLANDAS,SCHWABE FARMA IBERICA S.A.U.,"31,08",- Tratamiento en adultos de los síntomas transitorios de la [ANSIEDAD].,LAVANDA ACEITE DE 80.0 MILIGRAMOS,OTROS ANSIOLITICOS [N4],,
726080,LASEA 80 mg 28 CAPSULAS BLANDAS,SCHWABE FARMA IBERICA S.A.U.,20,- Tratamiento en adultos de los síntomas transitorios de la [ANSIEDAD].,LAVANDA 80.0 MILIGRAMOS,OTROS ANSIOLITICOS [N4],,
778456,"LAXANTE SALUD 7,5 mg 30 COMPRIMIDOS RECUBIERTOS",PHARMACEUTICAL INNOVATION SERVICES S.L.,"8,46","- Tratamiento sintomático de corta duración del [ESTREÑIMIENTO] ocasional.
 
 
 
 - Facilitar la defecación en pacientes con [FISURA ANAL] o [HEMORROIDES].",SEN EXTRACTO 7.5 MILIGRAMOS,LAXANTES DE CONTACTO [N4],,
729763,LAVIRK 50 mg/g GEL CUTANEO 1 TUBO 5 g + BOMBA DOSIFICADORA,KERN PHARMA,"9,85","Labial: 
 
 
 
 - Tratamiento de los síntomas del [HERPES SIMPLE LABIAL], como picor, escozor u hormigueo.",ACICLOVIR (TOPICO) 50.0 MILIGRAMOS,ANTIVIRALES [N4],http://botplusweb.farmaceuticos.com//Documentos/AEMPS/Fotos/398220/85563_materialas.jpg,https://www.youtube.com/watch?v=UuaGAlHsC5E
740175,LEBERSAL GRANULADO EFERVESCENTE 1 FRASCO 100 g (SABOR NARANJA),ERN,"8,9","- Tratamiento sintomático y temporal del [ESTREÑIMIENTO]. 
 
 
 
 - [HIPERACIDEZ GASTRICA]. 
 
 
 
 - Tratamiento sintomático y temporal de la [DISPEPSIA] debida a excesos de bebidas alcohólicas o de alimentos.","MAGNESIO, SULFATO 9.9 MILIGRAMOS; SODIO, SULFATO ANHIDRA 31.5 MILIGRAMOS; HIDROGENO FOSFATO DE DISODIO ANHIDRA 82.8 MILIGRAMOS; SODIO, BICARBONATO (ORAL) 126.6 MILIGRAMOS",PRODUCTOS VARIOS PARA EL TRACTO ALIMENTARIO Y EL METABOLISMO [N4],,
696104,LAXOR 320 mg 24 COMPRIMIDOS,SORIA NATURAL,"4,98",- Tratamiento de corta duración del [ESTREÑIMIENTO] ocasional en adultos y adolescentes > 12 años.,CASCARA SAGRADA CORTEZAS 320.0 MILIGRAMOS,LAXANTES DE CONTACTO [N4],,https://www.youtube.com/watch?v=nxt3N25W1HA
701866,"LEVONORGESTREL AUROVITAS EFG 1,5 mg 1 COMPRIMIDO",AUROVITAS,"22,29",- [ANTICONCEPCION DE URGENCIA] dentro de las 72 horas (3 días) siguientes a haber mantenido relaciones sexuales sin protección o haberse producido un fallo del anticonceptivo utilizado.,LEVONORGESTREL (ANTICONCEPTIVO EMERGENCIA) 1.5 MILIGRAMOS,ANTICONCEPTIVOS DE EMERGENCIA [N4],,https://www.youtube.com/watch?v=sUevpzIg0_o
702841,"LEVONORGESTREL EXELTIS EFG 1,5 mg 1 COMPRIMIDO",VIATRIS PHARMACEUTICALS S.L.,19,- [ANTICONCEPCION DE URGENCIA] dentro de las 72 horas (3 días) siguientes a haber mantenido relaciones sexuales sin protección o haberse producido un fallo del anticonceptivo utilizado.,LEVONORGESTREL (ANTICONCEPTIVO EMERGENCIA) 1.5 MILIGRAMOS,ANTICONCEPTIVOS DE EMERGENCIA [N4],,https://www.youtube.com/watch?v=sUevpzIg0_o
701374,"LEVONORGESTREL SANDOZ EFG 1,5 mg 1 COMPRIMIDO",SANDOZ FARMACEUTICA S.A.,"21,86",- [ANTICONCEPCION DE URGENCIA] dentro de las 72 horas (3 días) siguientes a haber mantenido relaciones sexuales sin protección o haberse producido un fallo del anticonceptivo utilizado.,LEVONORGESTREL (ANTICONCEPTIVO EMERGENCIA) 1.5 MILIGRAMOS,ANTICONCEPTIVOS DE EMERGENCIA [N4],http://botplusweb.farmaceuticos.com//Documentos/AEMPS/Fotos/299255/78438_materialas.jpg,https://www.youtube.com/watch?v=sUevpzIg0_o
703022,"LEVONORGESTREL STADA EFG 1,5 mg 1 COMPRIMIDO",STADA S.L,"22,96",- [ANTICONCEPCION DE URGENCIA] dentro de las 72 horas (3 días) siguientes a haber mantenido relaciones sexuales sin protección o haberse producido un fallo del anticonceptivo utilizado.,LEVONORGESTREL (ANTICONCEPTIVO EMERGENCIA) 1.5 MILIGRAMOS,ANTICONCEPTIVOS DE EMERGENCIA [N4],http://botplusweb.farmaceuticos.com//Documentos/AEMPS/Fotos/299540/78911_materialas.jpg,https://www.youtube.com/watch?v=sUevpzIg0_o
702564,"LEVONORGESTREL TEVA EFG 1,5 mg 1 COMPRIMIDO",TEVA PHARMA,"21,86",- [ANTICONCEPCION DE URGENCIA] dentro de las 72 horas (3 días) siguientes a haber mantenido relaciones sexuales sin protección o haberse producido un fallo del anticonceptivo utilizado.,LEVONORGESTREL (ANTICONCEPTIVO EMERGENCIA) 1.5 MILIGRAMOS,ANTICONCEPTIVOS DE EMERGENCIA [N4],,https://www.youtube.com/watch?v=sUevpzIg0_o
668376,LICOSTRATA 20 mg/g GEL CUTANEO 1 TUBO 30 g,IFC,"30,44","- [HIPERPIGMENTACION CUTANEA] tal como el [MELASMA], el [LENTIGO] senil y las pecas (efélides).",HIDROQUINONA 20.0 MILIGRAMOS,OTROS PRODUCTOS DERMATOLOGICOS [N4],,
712668,LINESTAT 60 mg 84 CAPSULAS,TEVA PHARMA,"48,35","""PRESENTACIONES 27 y 60 mg"": 
 
 
 
 - [SOBREPESO]. Pérdida de peso en adultos (de 18 o más años) con sobrepeso, con un IMC mayor o igual a 28 kg/m2, asociado a dieta hipocalórica baja en grasa y a ejercicio.",ORLISTAT 60.0 MILIGRAMOS,PRODUCTOS CONTRA LA OBESIDAD DE ACCION PERIFERICA [N4],,https://www.youtube.com/watch?v=XuFis_4D0Iw
712667,LINESTAT 60 mg 42 CAPSULAS,TEVA PHARMA,"39,03","""PRESENTACIONES 27 y 60 mg"": 
 
 
 
 - [SOBREPESO]. Pérdida de peso en adultos (de 18 o más años) con sobrepeso, con un IMC mayor o igual a 28 kg/m2, asociado a dieta hipocalórica baja en grasa y a ejercicio.",ORLISTAT 60.0 MILIGRAMOS,PRODUCTOS CONTRA LA OBESIDAD DE ACCION PERIFERICA [N4],,https://www.youtube.com/watch?v=XuFis_4D0Iw
758140,LINESTAT 60 mg 120 CAPSULAS,TEVA PHARMA,"59,99","""PRESENTACIONES 27 y 60 mg"": 
 
 
 
 - [SOBREPESO]. Pérdida de peso en adultos (de 18 o más años) con sobrepeso, con un IMC mayor o igual a 28 kg/m2, asociado a dieta hipocalórica baja en grasa y a ejercicio.",ORLISTAT 60.0 MILIGRAMOS,PRODUCTOS CONTRA LA OBESIDAD DE ACCION PERIFERICA [N4],,https://www.youtube.com/watch?v=XuFis_4D0Iw
781559,"LINITUL CICATRIZANTE 20 APOSITOS IMPREGNADOS 8,5 x 10 cm",ALFASIGMA ESPAÑA S.L.,"12,64","- Tratamiento sintomático de pequeñas heridas superficiales, [ESCARAS] y [QUEMADURAS] leves.",BALSAMO DEL PERU 18.5 MILIGRAMOS; RICINO ACEITE DE 167.8 MILIGRAMOS,APOSITOS CON PARAFINA BLANDA [N4],http://botplusweb.farmaceuticos.com//Documentos/AEMPS/Fotos/93433/32591_materialas_1.jpg,
761790,LINITUL ANTISEPTICO 10 mg/ml SOLUCION PARA PULVERIZACION CUTANEA 1 FRASCO 25 ml,ALFASIGMA ESPAÑA S.L.,"5,95","-""PRESENTACIONES 1%"": [DESINFECCION] de heridas, erosiones, [QUEMADURAS], [ESCARAS], desinfección de la piel en el preoperatorio. Desinfección del ombligo del recién nacido. Barrera frente a la infección bacteriana aplicada en las manos del personal sanitario (crema).
 
 
 
 -""PRESENTACIONES 4%"": Desinfección preoperatoria de las manos en cirugía, lavado antiséptico de las manos en hospitales y antisepsia pre/postoperatoria de la piel en pacientes sometidos a cirugía.
 
 
 
 - ""PULVERIZADOR"": Desinfecci",CLORHEXIDINA DIGLUCONATO 10.0 MILIGRAMOS,BIGUANIDAS Y AMIDINAS [N4],http://botplusweb.farmaceuticos.com//Documentos/AEMPS/Fotos/406929/88535_materialas.jpg,
781575,LINITUL CICATRIZANTE 20 APOSITOS IMPREGNADOS 15 x 25 cm,ALFASIGMA ESPAÑA S.L.,"26,44","- Tratamiento sintomático de pequeñas heridas superficiales, [ESCARAS] y [QUEMADURAS] leves.",BALSAMO DEL PERU 18.5 MILIGRAMOS; RICINO ACEITE DE 167.8 MILIGRAMOS,APOSITOS CON PARAFINA BLANDA [N4],http://botplusweb.farmaceuticos.com//Documentos/AEMPS/Fotos/93433/32591_materialas_1.jpg,
781567,LINITUL CICATRIZANTE 20 APOSITOS IMPREGNADOS 9 x 15 cm,ALFASIGMA ESPAÑA S.L.,"18,41","- Tratamiento sintomático de pequeñas heridas superficiales, [ESCARAS] y [QUEMADURAS] leves.",BALSAMO DEL PERU 18.5 MILIGRAMOS; RICINO ACEITE DE 167.8 MILIGRAMOS,APOSITOS CON PARAFINA BLANDA [N4],http://botplusweb.farmaceuticos.com//Documentos/AEMPS/Fotos/93433/32591_materialas_1.jpg,
959791,"LINITUL CICATRIZANTE 10 APOSITOS IMPREGNADOS 5,5 x 8 cm",ALFASIGMA ESPAÑA S.L.,"11,6","- Tratamiento sintomático de pequeñas heridas superficiales, [ESCARAS] y [QUEMADURAS] leves.",BALSAMO DEL PERU 18.5 MILIGRAMOS; RICINO ACEITE DE 167.8 MILIGRAMOS,APOSITOS CON PARAFINA BLANDA [N4],http://botplusweb.farmaceuticos.com//Documentos/AEMPS/Fotos/93433/32591_materialas_1.jpg,
659370,LINOMED GRANULADO 1 TARRO 70 g,BIOFORCE ESPAÑA A. VOGEL S.A.,"8,2",- Tratamiento sintomático y de corta duración del [ESTREÑIMIENTO] ocasional.,LINO SEMILLAS 429.0 MILIGRAMOS; SEN HOJAS 134.0 MILIGRAMOS; FRANGULA CORTEZAS 12.0 MILIGRAMOS,LAXANTES DE CONTACTO [N4],,
780536,LINITUL CICATRIZANTE POMADA 1 TUBO 30 g,ALFASIGMA ESPAÑA S.L.,"11,6","- [QUEMADURAS] leves, pequeñas [HERIDAS] y [IRRITACION CUTANEA].",BALSAMO DEL PERU 20.0 MILIGRAMOS; RICINO ACEITE DE 150.0 MILIGRAMOS,OTROS CICATRIZANTES [N4],http://botplusweb.farmaceuticos.com//Documentos/AEMPS/Fotos/98278/32608_materialas_1.jpg,
689437,LINOMED GRANULADO 1 TARRO 300 g,BIOFORCE ESPAÑA A. VOGEL S.A.,"18,95",- Tratamiento sintomático y de corta duración del [ESTREÑIMIENTO] ocasional.,LINO SEMILLAS 429.0 MILIGRAMOS; SEN HOJAS 134.0 MILIGRAMOS; FRANGULA CORTEZAS 12.0 MILIGRAMOS,LAXANTES DE CONTACTO [N4],,
764118,LIPOLASIC 2 mg/g GEL OFTALMICO 1 TUBO 10 g,BAUSCH & LOMB,"9,35",- Alivio del [SEQUEDAD OCULAR] cuando el ojo está sometido a agentes irritantes que ocasionen sequedad ocular y molestias.,CARBOMERO 2.0 MILIGRAMOS,OTROS OFTALMOLOGICOS [N4],http://botplusweb.farmaceuticos.com//Documentos/AEMPS/Fotos/196872/65277_materialas.jpg,
728943,LIPOLASIC DIFARMED 2 mg/g GEL OFTALMICO 1 TUBO 10 g,DIFARMED,"9,35",,CARBOMERO 2.0 MILIGRAMOS,OTROS OFTALMOLOGICOS [N4],,
